,parent,hl_factor,decay_time,pyne_missing_nuclide,rd_activity
23434,Hf-156,1e-05,2.3000000000000002e-07,Gd-148,0.0
23435,Hf-156,1e-05,2.3000000000000002e-07,Er-152,2.7048179412516416e-24
23436,Hf-156,1e-05,2.3000000000000002e-07,Tb-152,0.0
23437,Lu-156,1e-05,4.94e-06,Dy-152,4.1987867971486276e-33
23438,Lu-156,1e-05,4.94e-06,Nd-144,0.0
23439,Lu-156,1e-05,4.94e-06,Sm-148,0.0
23440,Lu-156,1e-05,4.94e-06,Er-156,1.175897038402573e-25
23441,Lu-156,1e-05,4.94e-06,Ho-152,4.775600866236736e-23
23442,Lu-156,1e-05,4.94e-06,Tb-152,0.0
23443,Yb-156,1e-05,0.00026100000000000006,Dy-152,6.124848216765256e-22
23444,Yb-156,1e-05,0.00026100000000000006,Nd-144,0.0
23445,Yb-156,1e-05,0.00026100000000000006,Sm-148,0.0
23446,Tm-156,1e-05,0.000838,Sm-148,0.0
23447,Tm-156,1e-05,0.000838,Gd-148,1.925301829570939e-30
23448,Tm-156,1e-05,0.000838,Nd-144,0.0
23449,Tm-156,1e-05,0.000838,Tb-152,2.104281147594763e-25
23450,Er-156,1e-05,0.0117,Sm-148,0.0
23451,Er-156,1e-05,0.0117,Gd-152,8.20632151997934e-45
23452,Er-156,1e-05,0.0117,Nd-144,0.0
23453,Pr-156,1e-05,4.440000000000001e-06,Eu-156,5.992705612428079e-37
23454,Nd-156,1e-05,5.2600000000000005e-05,Eu-156,6.811901072445715e-27
23455,Hf-155,1e-05,8.900000000000001e-06,Dy-151,2.552491020641084e-34
23456,Hf-155,1e-05,8.900000000000001e-06,Ho-151,2.848568412814001e-25
23457,Hf-155,1e-05,8.900000000000001e-06,Er-155,7.855646092831764e-28
23458,Hf-155,1e-05,8.900000000000001e-06,Tb-155,0.0
23459,Hf-155,1e-05,8.900000000000001e-06,Eu-147,0.0
23460,Hf-155,1e-05,8.900000000000001e-06,Tb-151,0.0
23461,Lu-155,1e-05,6.800000000000001e-07,Ho-151,5.602020806478231e-24
23462,Lu-155,1e-05,6.800000000000001e-07,Gd-151,0.0
23463,Lu-155,1e-05,6.800000000000001e-07,Er-155,1.54489898492153e-26
23464,Lu-155,1e-05,6.800000000000001e-07,Tb-155,0.0
23465,Lu-155,1e-05,6.800000000000001e-07,Eu-147,0.0
23466,Lu-155,1e-05,6.800000000000001e-07,Tb-151,0.0
23467,Yb-155,1e-05,1.793e-05,Dy-151,2.5029731687672097e-22
23468,Yb-155,1e-05,1.793e-05,Pm-143,0.0
23469,Yb-155,1e-05,1.793e-05,Gd-151,0.0
23470,Yb-155,1e-05,1.793e-05,Tb-155,0.0
23471,Yb-155,1e-05,1.793e-05,Tb-147,1.2842228735710209e-23
23472,Yb-155,1e-05,1.793e-05,Eu-147,0.0
23473,Yb-155,1e-05,1.793e-05,Dy-155,1.5367904626423068e-34
23474,Yb-155,1e-05,1.793e-05,Ho-155,1.7628137476602582e-24
23475,Tm-155,1e-05,0.00021600000000000002,Tb-151,1.534846431391157e-24
23476,Tm-155,1e-05,0.00021600000000000002,Gd-151,5.3660916575106186e-36
23477,Tm-155,1e-05,0.00021600000000000002,Tb-155,1.3827517034695625e-33
23478,Tm-155,1e-05,0.00021600000000000002,Eu-147,1.4512595654327297e-36
23479,Er-155,1e-05,0.00318,Gd-151,5.085485311221584e-28
23480,Er-155,1e-05,0.00318,Tb-155,3.7822874926768194e-23
23481,Er-155,1e-05,0.00318,Eu-147,7.201293446366924e-29
23482,Pr-155,1e-05,1.4700000000000002e-05,Eu-155,6.05889211936369e-36
23483,Nd-155,1e-05,8.900000000000001e-05,Eu-155,4.698056573339548e-27
23484,Yb-154,1e-05,4.09e-06,Tb-150,2.6273977671894336e-34
23485,Yb-154,1e-05,4.09e-06,Gd-150,0.0
23486,Tm-154,1e-05,8.1e-05,Gd-150,1.2088386166261124e-41
23487,Er-154,1e-05,0.0022380000000000004,Gd-150,2.367341781454858e-34
23488,Ho-154,1e-05,0.007056000000000001,Sm-146,2.439508496031265e-45
23489,La-154,1e-05,1.6100000000000003e-06,Pm-154,1.8741747534221688e-23
23490,Ce-154,1e-05,1.0000000000000002e-12,Pm-154,0.0
23491,Ce-154,1e-05,1.0000000000000002e-12,Nd-154,4.032666642923445e-27
23492,Yb-153,1e-05,4.2000000000000004e-05,Tb-148,6.057494833098855e-23
23493,Yb-153,1e-05,4.2000000000000004e-05,Eu-149,0.0
23494,Yb-153,1e-05,4.2000000000000004e-05,Gd-149,0.0
23495,Yb-153,1e-05,4.2000000000000004e-05,Gd-153,0.0
23496,Yb-153,1e-05,4.2000000000000004e-05,Dy-149,3.0376279639500126e-19
23497,Yb-153,1e-05,4.2000000000000004e-05,Eu-145,0.0
23498,Yb-153,1e-05,4.2000000000000004e-05,Gd-148,1.964873324354564e-37
23499,Tm-153,1e-05,1.48e-05,Eu-149,0.0
23500,Tm-153,1e-05,1.48e-05,Gd-149,5.699818292656266e-36
23501,Tm-153,1e-05,1.48e-05,Gd-153,0.0
23502,Tm-153,1e-05,1.48e-05,Dy-153,7.379460553264194e-26
23503,Tm-153,1e-05,1.48e-05,Eu-145,1.788232867071483e-36
23504,Tm-153,1e-05,1.48e-05,Pm-145,0.0
23505,Er-153,1e-05,0.000371,Pm-145,0.0
23506,Er-153,1e-05,0.000371,Eu-145,1.3118698305037337e-25
23507,Er-153,1e-05,0.000371,Eu-149,3.342401336786551e-36
23508,Ho-153,1e-05,0.001206,Pm-145,0.0
23509,Lu-152,1e-05,7e-06,Dy-152,0.0
23510,Lu-152,1e-05,7e-06,Tb-148,0.0
23511,Lu-152,1e-05,7e-06,Dy-151,7.293181619213057e-31
23512,Lu-152,1e-05,7e-06,Gd-151,0.0
23513,Lu-152,1e-05,7e-06,Dy-148,3.573619673452606e-28
23514,Lu-152,1e-05,7e-06,Nd-144,0.0
23515,Lu-152,1e-05,7e-06,Sm-148,0.0
23516,Lu-152,1e-05,7e-06,Ho-152,4.8590625914554357e-29
23517,Lu-152,1e-05,7e-06,Eu-147,0.0
23518,Lu-152,1e-05,7e-06,Tb-147,3.7419935946542983e-32
23519,Lu-152,1e-05,7e-06,Er-152,6.481377167633034e-20
23520,Lu-152,1e-05,7e-06,Tb-152,0.0
23521,Lu-152,1e-05,7e-06,Tb-151,0.0
23522,Yb-152,1e-05,3.03e-05,Sm-148,0.0
23523,Yb-152,1e-05,3.03e-05,Nd-144,0.0
23524,Yb-152,1e-05,3.03e-05,Tb-152,0.0
23525,Tm-152,1e-05,8e-05,Dy-152,1.7513832467935749e-22
23526,Tm-152,1e-05,8e-05,Tb-148,3.540464702782828e-21
23527,Tm-152,1e-05,8e-05,Nd-144,0.0
23528,Tm-152,1e-05,8e-05,Sm-148,0.0
23529,Tm-152,1e-05,8e-05,Tb-152,3.8500100347828975e-32
23530,Er-152,1e-05,0.00010300000000000001,Sm-148,0.0
23531,Er-152,1e-05,0.00010300000000000001,Nd-144,0.0
23532,Ho-152,1e-05,0.0016180000000000003,Sm-148,0.0
23533,Ho-152,1e-05,0.0016180000000000003,Nd-144,0.0
23534,Dy-152,1e-05,0.08568,Sm-148,7.352886469441458e-55
23535,Dy-152,1e-05,0.08568,Nd-144,0.0
23536,Tb-152,1e-05,0.63,Sm-148,1.266401138330872e-46
23537,Eu-152,1e-05,4265.640792,Sm-148,1.6209669834061408e-39
23538,Ba-152,1e-05,4.06e-12,Ce-152,9.491343482829609e-24
23539,Ba-152,1e-05,4.06e-12,Nd-152,0.0
23540,Ba-152,1e-05,4.06e-12,Pm-152,0.0
23541,La-152,1e-05,2.9800000000000003e-06,Nd-152,4.296557176590328e-22
23542,La-152,1e-05,2.9800000000000003e-06,Pm-152,8.975405059771024e-31
23543,Ce-152,1e-05,1.4e-05,Pm-152,2.5231054520189815e-22
23544,Lu-151,1e-05,8.06e-07,Gd-151,0.0
23545,Lu-151,1e-05,8.06e-07,Ho-151,2.6918115002567944e-31
23546,Lu-151,1e-05,8.06e-07,Eu-147,0.0
23547,Yb-151,1e-05,1.6000000000000003e-05,Dy-151,1.3271297090552765e-28
23548,Yb-151,1e-05,1.6000000000000003e-05,Ho-151,6.590788469158521e-20
23549,Yb-151,1e-05,1.6000000000000003e-05,Gd-151,0.0
23550,Yb-151,1e-05,1.6000000000000003e-05,Eu-147,0.0
23551,Yb-151,1e-05,1.6000000000000003e-05,Tb-151,0.0
23552,Tm-151,1e-05,4.1700000000000004e-05,Tb-151,3.802319750489372e-31
23553,Tm-151,1e-05,4.1700000000000004e-05,Gd-151,0.0
23554,Tm-151,1e-05,4.1700000000000004e-05,Dy-151,3.533557111644911e-21
23555,Tm-151,1e-05,4.1700000000000004e-05,Eu-147,0.0
23556,Er-151,1e-05,0.00023500000000000002,Gd-147,1.1639554823314686e-23
23557,Er-151,1e-05,0.00023500000000000002,Gd-151,8.418160142780279e-34
23558,Er-151,1e-05,0.00023500000000000002,Eu-147,2.280462535041036e-34
23559,Ho-151,1e-05,0.00035200000000000005,Pm-143,0.0
23560,Ce-151,1e-05,1.76e-05,Pm-151,2.0980123291069148e-25
23561,Pr-151,1e-05,0.000189,Sm-151,1.7289037863674365e-30
23562,Lu-150,1e-05,4.5000000000000003e-07,Tb-149,0.0
23563,Lu-150,1e-05,4.5000000000000003e-07,Er-149,1.4201625718918996e-21
23564,Lu-150,1e-05,4.5000000000000003e-07,Eu-149,0.0
23565,Lu-150,1e-05,4.5000000000000003e-07,Ho-148,5.174576604991534e-24
23566,Lu-150,1e-05,4.5000000000000003e-07,Dy-149,0.0
23567,Lu-150,1e-05,4.5000000000000003e-07,Eu-145,0.0
23568,Lu-150,1e-05,4.5000000000000003e-07,Pm-145,0.0
23569,Tm-150,1e-05,2.2000000000000003e-05,Pm-145,0.0
23570,Tm-150,1e-05,2.2000000000000003e-05,Gd-150,0.0
23571,Tm-150,1e-05,2.2000000000000003e-05,Eu-149,0.0
23572,Er-150,1e-05,0.00018500000000000002,Gd-150,3.2893876783027173e-40
23573,Er-150,1e-05,0.00018500000000000002,Eu-146,7.882620574078508e-35
23574,Ho-150,1e-05,0.00072,Sm-146,6.067855127765808e-46
23575,Ho-150,1e-05,0.00072,Gd-150,4.355044172514408e-32
23576,Ho-150,1e-05,0.00072,Eu-146,1.0436337827849366e-26
23577,Tb-150,1e-05,0.12528,Sm-146,3.1103806005903116e-32
23578,Cs-150,1e-05,5.000000000000001e-07,Ce-149,1.9968655522724058e-22
23579,Cs-150,1e-05,5.000000000000001e-07,Nd-150,0.0
23580,Cs-150,1e-05,5.000000000000001e-07,Nd-149,0.0
23581,Cs-150,1e-05,5.000000000000001e-07,Ce-150,9.534848066483156e-21
23582,Cs-150,1e-05,5.000000000000001e-07,Pm-149,0.0
23583,Ba-150,1e-05,3e-06,Nd-150,1.8069222582148695e-52
23584,Ba-150,1e-05,3e-06,Pr-149,9.542538279790145e-23
23585,Ba-150,1e-05,3e-06,Nd-149,7.974521480023717e-33
23586,Ba-150,1e-05,3e-06,Pm-149,0.0
23587,La-150,1e-05,5.9e-06,Nd-150,1.5599011307311446e-45
23588,La-150,1e-05,5.9e-06,Nd-149,6.884339733930247e-26
23589,La-150,1e-05,5.9e-06,Pm-149,3.6833800237022788e-37
23590,Yb-149,1e-05,7e-06,Tb-148,6.6141987464547e-31
23591,Yb-149,1e-05,7e-06,Ho-149,2.32619593245859e-19
23592,Yb-149,1e-05,7e-06,Eu-149,0.0
23593,Yb-149,1e-05,7e-06,Dy-148,1.9629802780230235e-21
23594,Yb-149,1e-05,7e-06,Dy-149,1.1197203163771614e-27
23595,Yb-149,1e-05,7e-06,Eu-145,0.0
23596,Tm-149,1e-05,9e-06,Pm-145,0.0
23597,Tm-149,1e-05,9e-06,Tb-148,1.0430134251073339e-24
23598,Tm-149,1e-05,9e-06,Eu-145,0.0
23599,Er-149,1e-05,4e-05,Eu-149,0.0
23600,Er-149,1e-05,4e-05,Gd-149,3.0180347361977324e-34
23601,Er-149,1e-05,4e-05,Eu-145,9.468670124545313e-35
23602,Er-149,1e-05,4e-05,Pm-145,0.0
23603,Er-149,1e-05,4e-05,Gd-148,1.554751982596572e-31
23604,Ho-149,1e-05,0.00021100000000000003,Pm-145,0.0
23605,Ho-149,1e-05,0.00021100000000000003,Eu-145,4.549150799088745e-26
23606,Ho-149,1e-05,0.00021100000000000003,Eu-149,6.5909554822221095e-37
23607,Dy-149,1e-05,0.00252,Pm-145,5.19741510894467e-40
23608,Dy-149,1e-05,0.00252,Eu-149,7.738470622056369e-27
23609,Tb-149,1e-05,0.14824800000000002,Pm-145,3.592319715337016e-27
23610,Ba-149,1e-05,3.44e-06,Sm-147,0.0
23611,Ba-149,1e-05,3.44e-06,Nd-149,2.815954928952535e-31
23612,Ba-149,1e-05,3.44e-06,Pm-147,0.0
23613,Ba-149,1e-05,3.44e-06,Pr-149,2.9386496777934926e-21
23614,Ba-149,1e-05,3.44e-06,Pm-149,0.0
23615,La-149,1e-05,1.0500000000000001e-05,Nd-149,1.4166255841221726e-23
23616,La-149,1e-05,1.0500000000000001e-05,Pm-149,1.3488902520794817e-34
23617,Ce-149,1e-05,5.3e-05,Pm-149,5.1264014806156283e-26
23618,Tm-148,1e-05,7e-06,Tb-148,3.1965517570156195e-30
23619,Tm-148,1e-05,7e-06,Sm-146,0.0
23620,Tm-148,1e-05,7e-06,Dy-148,9.486816713179502e-21
23621,Tm-148,1e-05,7e-06,Tb-147,1.5686044836806933e-26
23622,Tm-148,1e-05,7e-06,Eu-147,0.0
23623,Tm-148,1e-05,7e-06,Gd-148,0.0
23624,Er-148,1e-05,4.6e-05,Tb-148,3.4399646571236495e-21
23625,Er-148,1e-05,4.6e-05,Sm-147,0.0
23626,Er-148,1e-05,4.6e-05,Eu-146,3.6406470304084285e-35
23627,Er-148,1e-05,4.6e-05,Sm-146,0.0
23628,Er-148,1e-05,4.6e-05,Gd-147,1.4944433065382757e-28
23629,Er-148,1e-05,4.6e-05,Eu-147,0.0
23630,Er-148,1e-05,4.6e-05,Gd-148,1.2220927933069875e-35
23631,Ho-148,1e-05,2.2000000000000003e-05,Gd-148,3.6953123629082235e-31
23632,Pm-148,1e-05,4.637952,Nd-144,3.236912544767753e-46
23633,Cs-148,1e-05,1.46e-06,Pr-147,6.91391795643897e-32
23634,Cs-148,1e-05,1.46e-06,Pm-147,0.0
23635,Cs-148,1e-05,1.46e-06,Pr-148,5.409204461911978e-30
23636,Cs-148,1e-05,1.46e-06,Ce-148,2.9376604828858575e-21
23637,Ba-148,1e-05,6.120000000000001e-06,Pr-148,1.2867081852845561e-21
23638,Ba-148,1e-05,6.120000000000001e-06,Pr-147,6.089889758280067e-25
23639,Ba-148,1e-05,6.120000000000001e-06,Pm-147,0.0
23640,Ba-148,1e-05,6.120000000000001e-06,Sm-147,0.0
23641,La-148,1e-05,1.2600000000000001e-05,Pm-147,0.0
23642,Tm-147,1e-05,5.8e-06,Pm-143,0.0
23643,Tm-147,1e-05,5.8e-06,Sm-146,0.0
23644,Tm-147,1e-05,5.8e-06,Gd-147,0.0
23645,Tm-147,1e-05,5.8e-06,Gd-146,1.1417127561676749e-36
23646,Tm-147,1e-05,5.8e-06,Tb-147,1.6121830096200758e-30
23647,Tm-147,1e-05,5.8e-06,Dy-147,9.475109230344802e-21
23648,Er-147,1e-05,2.5e-05,Sm-147,0.0
23649,Er-147,1e-05,2.5e-05,Pm-143,0.0
23650,Er-147,1e-05,2.5e-05,Sm-146,0.0
23651,Er-147,1e-05,2.5e-05,Gd-147,1.1945714239362892e-32
23652,Er-147,1e-05,2.5e-05,Gd-146,2.6755940438711813e-28
23653,Er-147,1e-05,2.5e-05,Tb-147,3.7781370421705652e-22
23654,Ho-147,1e-05,5.8e-05,Sm-146,0.0
23655,Ho-147,1e-05,5.8e-05,Gd-147,1.9970946910252183e-25
23656,Ho-147,1e-05,5.8e-05,Sm-147,0.0
23657,Ho-147,1e-05,5.8e-05,Pm-143,0.0
23658,Dy-147,1e-05,0.00067,Pm-143,0.0
23659,Tb-147,1e-05,0.05904,Sm-147,1.1968560938187366e-35
23660,Tb-147,1e-05,0.05904,Pm-143,3.8470194894619865e-29
23661,Cs-147,1e-05,2.3000000000000004e-06,Pr-146,4.9004355213039064e-33
23662,Cs-147,1e-05,2.3000000000000004e-06,Sm-147,0.0
23663,Cs-147,1e-05,2.3000000000000004e-06,Nd-147,0.0
23664,Cs-147,1e-05,2.3000000000000004e-06,Ce-147,2.356309217879304e-21
23665,Cs-147,1e-05,2.3000000000000004e-06,Pr-147,1.1680723331770287e-30
23666,Ba-147,1e-05,8.94e-06,Pr-146,6.755551067796248e-27
23667,Ba-147,1e-05,8.94e-06,Pr-147,2.1519730075989214e-22
23668,Ba-147,1e-05,8.94e-06,Pm-147,0.0
23669,La-147,1e-05,4.06e-05,Pm-147,7.334935082066462e-39
23670,La-147,1e-05,4.06e-05,Nd-147,8.631237964856195e-26
23671,Ce-147,1e-05,0.000564,Pm-147,1.5769612678979313e-28
23672,Ce-147,1e-05,0.000564,Sm-147,0.0
23673,Dy-146,1e-05,0.00033200000000000005,Sm-146,4.097616035425792e-45
23674,Tb-146,1e-05,8e-05,Sm-146,7.972155334509337e-42
23675,Xe-146,1e-05,1.46e-06,Pr-146,0.0
23676,Xe-146,1e-05,1.46e-06,Nd-144,0.0
23677,Xe-146,1e-05,1.46e-06,Pr-145,0.0
23678,Xe-146,1e-05,1.46e-06,La-144,6.361405336920455e-24
23679,Xe-146,1e-05,1.46e-06,Ce-144,6.538078784914589e-38
23680,Xe-146,1e-05,1.46e-06,La-146,3.178641337621583e-20
23681,Xe-146,1e-05,1.46e-06,La-145,8.2552898795248615e-22
23682,Xe-146,1e-05,1.46e-06,Ce-145,1.1564666830687076e-30
23683,Cs-146,1e-05,3.2200000000000005e-06,Pr-146,5.62506177184795e-32
23684,Cs-146,1e-05,3.2200000000000005e-06,Pr-145,3.5307014433474865e-34
23685,Cs-146,1e-05,3.2200000000000005e-06,Ce-146,1.457114985591556e-22
23686,Cs-146,1e-05,3.2200000000000005e-06,Ce-145,1.3631183849387078e-23
23687,Ba-146,1e-05,2.2100000000000002e-05,Pr-146,8.394983365418072e-23
23688,Tm-145,1e-05,3.17e-11,Dy-144,1.387780595146528e-27
23689,Tm-145,1e-05,3.17e-11,Gd-144,0.0
23690,Tm-145,1e-05,3.17e-11,Tb-144,0.0
23691,Ho-145,1e-05,2.4e-05,Eu-144,2.337315984511673e-20
23692,Gd-145,1e-05,0.013800000000000002,Pm-145,1.7350952006243104e-29
23693,Xe-145,1e-05,1.8800000000000002e-06,La-143,4.550052703538803e-26
23694,Xe-145,1e-05,1.8800000000000002e-06,Ce-143,0.0
23695,Xe-145,1e-05,1.8800000000000002e-06,Ce-144,2.9822400265838176e-36
23696,Xe-145,1e-05,1.8800000000000002e-06,Pr-144,0.0
23697,Xe-145,1e-05,1.8800000000000002e-06,La-145,4.763248426101981e-21
23698,Xe-145,1e-05,1.8800000000000002e-06,Ce-145,8.592291679205177e-30
23699,Cs-145,1e-05,5.8700000000000005e-06,Ce-145,4.96067637436938e-22
23700,Cs-145,1e-05,5.8700000000000005e-06,Ce-144,1.428816743347362e-28
23701,Ba-145,1e-05,4.31e-05,Pr-145,4.6056669472689124e-23
23702,Er-144,1e-05,2.0000000000000004e-12,Dy-144,1.5084832145607856e-25
23703,Er-144,1e-05,2.0000000000000004e-12,Eu-144,0.0
23704,Er-144,1e-05,2.0000000000000004e-12,Tb-144,0.0
23705,Dy-144,1e-05,9.1e-05,Eu-144,1.5289105114895916e-17
23706,Xe-144,1e-05,1.15e-05,Pr-143,0.0
23707,Xe-144,1e-05,1.15e-05,La-143,2.0828865565930933e-22
23708,Xe-144,1e-05,1.15e-05,Ce-144,1.4208628544555405e-32
23709,Xe-144,1e-05,1.15e-05,La-144,1.7551326360860852e-19
23710,Xe-144,1e-05,1.15e-05,Pr-144,0.0
23711,Cs-144,1e-05,9.940000000000001e-06,Ce-143,1.1240590270556592e-27
23712,Cs-144,1e-05,9.940000000000001e-06,Pr-144,0.0
23713,Cs-144,1e-05,9.940000000000001e-06,Pr-143,0.0
23714,Cs-144,1e-05,9.940000000000001e-06,Ce-144,4.5765836733966435e-27
23715,Ba-144,1e-05,0.000115,Pr-144,8.106643857752413e-26
23716,Ba-144,1e-05,0.000115,Nd-144,2.2354509712724737e-53
23717,La-144,1e-05,0.000408,Nd-144,2.0438497520283335e-45
23718,Dy-143,1e-05,5.6e-05,Pm-143,0.0
23719,Tb-143,1e-05,0.00012000000000000002,Sm-143,3.0143445109185197e-20
23720,Tb-143,1e-05,0.00012000000000000002,Pm-143,2.7376643322584587e-32
23721,Gd-143,1e-05,0.00039000000000000005,Pm-143,1.762576689572116e-24
23722,Xe-143,1e-05,5.11e-06,Ce-143,2.451090519065496e-33
23723,Xe-143,1e-05,5.11e-06,La-143,3.292321030000162e-22
23724,Xe-143,1e-05,5.11e-06,La-142,1.9507804040748842e-26
23725,Cs-143,1e-05,1.791e-05,Pr-143,5.6501529763180604e-37
23726,Cs-143,1e-05,1.791e-05,Ce-143,2.1344823674405504e-25
23727,Ba-143,1e-05,0.000145,Pr-143,1.4241829899051173e-27
23728,Ho-142,1e-05,4.000000000000001e-06,Pm-141,0.0
23729,Ho-142,1e-05,4.000000000000001e-06,Eu-142,1.0909478861163638e-26
23730,Ho-142,1e-05,4.000000000000001e-06,Gd-142,3.6829364579717085e-20
23731,Ho-142,1e-05,4.000000000000001e-06,Sm-140,2.2331679217526626e-29
23732,Ho-142,1e-05,4.000000000000001e-06,Pm-140,0.0
23733,Ho-142,1e-05,4.000000000000001e-06,Pm-142,0.0
23734,Ho-142,1e-05,4.000000000000001e-06,Sm-141,3.4242675290358555e-33
23735,Dy-142,1e-05,2.3e-05,Pm-141,6.86544211607473e-33
23736,Dy-142,1e-05,2.3e-05,Pr-140,0.0
23737,Dy-142,1e-05,2.3e-05,Nd-140,0.0
23738,Dy-142,1e-05,2.3e-05,Eu-142,6.881873960030865e-18
23739,Dy-142,1e-05,2.3e-05,Pm-142,0.0
23740,Dy-142,1e-05,2.3e-05,Sm-142,6.3062553626772075e-27
23741,Tb-142,1e-05,5.9700000000000004e-06,Pm-141,8.318148596474401e-30
23742,Tb-142,1e-05,5.9700000000000004e-06,Pm-142,4.222214178176901e-31
23743,Xe-142,1e-05,1.23e-05,La-141,4.1250624652855446e-27
23744,Xe-142,1e-05,1.23e-05,La-140,1.9125443473383148e-35
23745,Xe-142,1e-05,1.23e-05,La-142,1.7590019245088415e-23
23746,Cs-142,1e-05,1.684e-05,Ce-142,4.827906869933263e-47
23747,Dy-141,1e-05,9e-06,Pm-141,0.0
23748,Dy-141,1e-05,9e-06,Pr-140,0.0
23749,Dy-141,1e-05,9e-06,Nd-140,0.0
23750,Dy-141,1e-05,9e-06,Sm-140,2.785976100438283e-25
23751,Dy-141,1e-05,9e-06,Pm-140,4.722779598023967e-32
23752,Dy-141,1e-05,9e-06,Sm-141,5.168774805861978e-29
23753,Tb-141,1e-05,3.5000000000000004e-05,Pm-141,3.299592129115682e-29
23754,Tb-141,1e-05,3.5000000000000004e-05,Pr-140,0.0
23755,Tb-141,1e-05,3.5000000000000004e-05,Nd-140,1.2984465900833363e-34
23756,Tb-141,1e-05,3.5000000000000004e-05,Nd-141,0.0
23757,Tb-141,1e-05,3.5000000000000004e-05,Pm-140,6.233528845213312e-24
23758,Gd-141,1e-05,0.00014000000000000001,Nd-140,1.918216666699681e-26
23759,Gd-141,1e-05,0.00014000000000000001,Pm-141,4.8745499719747404e-21
23760,Gd-141,1e-05,0.00014000000000000001,Pr-140,2.28791853900553e-33
23761,Eu-141,1e-05,0.0004070000000000001,Nd-141,5.439471723416555e-22
23762,I-141,1e-05,4.3e-06,La-141,3.894669938632238e-33
23763,I-141,1e-05,4.3e-06,Ba-140,1.0183964856594669e-27
23764,I-141,1e-05,4.3e-06,La-140,0.0
23765,Xe-141,1e-05,1.73e-05,La-141,7.472905968061243e-25
23766,Xe-141,1e-05,1.73e-05,Ce-141,7.975486441765437e-37
23767,Xe-141,1e-05,1.73e-05,La-140,3.7751935887761586e-32
23768,Cs-141,1e-05,0.0002484,Ce-141,1.957062388236185e-26
23769,Ho-140,1e-05,6.000000000000001e-08,Ce-138,0.0
23770,Ho-140,1e-05,6.000000000000001e-08,Eu-138,3.864882802029959e-26
23771,Ho-140,1e-05,6.000000000000001e-08,Sm-138,0.0
23772,Tb-140,1e-05,2.4e-05,Pr-139,0.0
23773,Tb-140,1e-05,2.4e-05,Pr-140,0.0
23774,Gd-140,1e-05,0.00015800000000000002,Nd-140,1.666491611152646e-27
23775,Gd-140,1e-05,0.00015800000000000002,Pr-140,1.7945931774186796e-34
23776,Eu-140,1e-05,1.5100000000000001e-05,Nd-140,8.022766872126741e-26
23777,Eu-140,1e-05,1.5100000000000001e-05,Pr-140,1.032085821695786e-33
23778,I-140,1e-05,8.6e-06,Ba-140,3.354538161090747e-26
23779,I-140,1e-05,8.6e-06,La-140,3.4470596195194026e-37
23780,Xe-140,1e-05,0.000136,La-140,1.3716319778709088e-26
23781,Dy-139,1e-05,6e-06,Pr-138,0.0
23782,Dy-139,1e-05,6e-06,Nd-138,0.0
23783,Gd-139,1e-05,5.8e-05,Pr-139,0.0
23784,Gd-139,1e-05,5.8e-05,Nd-139,8.887043162689024e-29
23785,Gd-139,1e-05,5.8e-05,Ce-139,0.0
23786,Eu-139,1e-05,0.000179,Pr-139,9.090117430570222e-30
23787,Eu-139,1e-05,0.000179,Nd-139,4.652559153985284e-21
23788,Sm-139,1e-05,0.001542,Pr-139,2.8888755004484453e-20
23789,Sm-139,1e-05,0.001542,Ce-139,6.491604835591994e-31
23790,Pm-139,1e-05,0.0024900000000000005,Ce-139,2.547103908095772e-24
23791,Sn-139,1e-05,1.3e-06,Xe-137,8.910887709237172e-30
23792,Sn-139,1e-05,1.3e-06,I-137,2.167500975134159e-21
23793,Sn-139,1e-05,1.3e-06,Cs-139,0.0
23794,Sn-139,1e-05,1.3e-06,Xe-139,1.8365195277865634e-28
23795,Sn-139,1e-05,1.3e-06,Xe-136,3.068741052265965e-57
23796,Sb-139,1e-05,9.300000000000001e-07,Cs-139,8.042790667810792e-33
23797,Sb-139,1e-05,9.300000000000001e-07,Xe-139,2.775806356417744e-23
23798,Sb-139,1e-05,9.300000000000001e-07,Cs-137,2.286553493360012e-40
23799,Sb-139,1e-05,9.300000000000001e-07,Cs-138,3.995840384832527e-34
23800,Sb-139,1e-05,9.300000000000001e-07,Xe-136,4.63824682287143e-52
23801,Te-139,1e-05,1.6000000000000003e-05,Cs-138,5.8879934713954626e-24
23802,Tb-138,1e-05,2.0000000000000004e-12,Ce-138,0.0
23803,Tb-138,1e-05,2.0000000000000004e-12,Eu-138,1.6896497409456168e-26
23804,Tb-138,1e-05,2.0000000000000004e-12,Nd-138,0.0
23805,Gd-138,1e-05,4.7000000000000004e-05,Pr-138,0.0
23806,Gd-138,1e-05,4.7000000000000004e-05,Nd-138,1.1493427170482167e-28
23807,Eu-138,1e-05,0.000121,Nd-138,2.9136242938478647e-21
23808,Sm-138,1e-05,0.00186,Ce-138,2.5676186371386372e-42
23809,Pm-138,1e-05,0.0001,Ce-138,1.2380139173345755e-41
23810,Sn-138,1e-05,1.4000000000000001e-06,Xe-135,0.0
23811,Sn-138,1e-05,1.4000000000000001e-06,I-137,4.339144037185325e-21
23812,Sn-138,1e-05,1.4000000000000001e-06,I-138,8.42539677638292e-21
23813,Sn-138,1e-05,1.4000000000000001e-06,I-136,7.805637144802307e-23
23814,Sn-138,1e-05,1.4000000000000001e-06,Xe-136,8.282755645614747e-57
23815,Sn-138,1e-05,1.4000000000000001e-06,Cs-138,0.0
